ticker,last_close,r3,r6,r12,rs3,rs6,rs12,high52,near_52w_gap_pct,pivot_tight_range_pct,vol_contraction_score,vol10_over_vol50,breakout_trigger,vol_today,vol50_avg,over_trigger_high,over_trigger_close,pivot_low7,rs_composite,rs3_pctile,rs6_pctile,rs12_pctile,rs_composite_pctile,trigger_price,stop_suggest,risk_pct,max_entry_price,position_risk_$,dist_to_trigger_pct,over_trigger,vol_surge_mult,vol_surge,signal
NRG,162.6199951171875,0.07325618820007351,0.6429788374515342,1.0309641371398515,-0.034528334582263565,0.39802643209149013,0.7097549606970786,173.91000366210938,0.06491868384326695,0.07379166375790713,0.0007101704519612618,0.8574464263558006,169.02000427246094,624369.0,2623087.38,False,False,157.02000427246094,0.3306057078104817,9.62962962962963,90.37037037037037,91.11111111111111,85.18518518518519,169.02000427246094,157.02000427246094,0.070997513292308,171.55530433654783,11.54561526492758,0.03786539458936823,False,0.23802828863444114,False,WATCH
