ticker,last_close,r3,r6,r12,rs3,rs6,rs12,high52,near_52w_gap_pct,pivot_tight_range_pct,vol_contraction_score,vol10_over_vol50,breakout_trigger,vol_today,vol50_avg,over_trigger_high,over_trigger_close,pivot_low7,rs_composite,rs3_pctile,rs6_pctile,rs12_pctile,rs_composite_pctile,trigger_price,stop_suggest,risk_pct,max_entry_price,position_risk_$,dist_to_trigger_pct,over_trigger,vol_surge_mult,vol_surge,signal
TSLA,432.2070007324219,0.3157387244099754,0.7906409639797238,0.9684245858507521,0.2520161314040841,0.42232570291663807,0.7111368076345019,479.8599853515625,0.09930601857587344,0.07329819420346281,0.0001779239024224164,0.8968470900578327,470.75,40352600.0,87107848.0,False,False,411.45001220703125,0.42899505240644464,86.0,77.0,93.0,85.0,470.75,411.45001220703125,0.12596917215712958,477.81125,54.44475808277908,0.081875728661876,False,0.4632487304703016,False,WATCH
