ticker,last_close,r3,r6,r12,rs3,rs6,rs12,high52,near_52w_gap_pct,pivot_tight_range_pct,vol_contraction_score,vol10_over_vol50,breakout_trigger,vol_today,vol50_avg,over_trigger_high,over_trigger_close,pivot_low7,rs_composite,rs3_pctile,rs6_pctile,rs12_pctile,rs_composite_pctile,trigger_price,stop_suggest,risk_pct,dist_to_trigger_pct,over_trigger,vol_surge_mult,vol_surge,signal
NEM,76.16999816894531,0.4020056870818647,0.7482037744201229,0.49368444958975033,0.28083662390721686,0.5377120200280696,0.25840292854203906,76.16999816894531,0.0,0.07627681932066836,0.00013303622405618954,0.8596487379498569,77.30000305175781,8676700.0,10575808.0,True,False,71.48999786376953,0.4047875828946077,92.98245614035088,95.6140350877193,72.80701754385966,93.85964912280701,77.30000305175781,71.48999786376953,0.07516177178024265,0.014618432576980391,True,0.8204290395589633,False,OVER_TRIGGER_WEAK_VOLUME
CCL,31.56999969482422,0.3143213610814175,0.5126975766803015,0.9320685067328005,0.20073046091600033,0.3305618488898381,0.6277338012618248,32.4900016784668,0.028316464638791394,0.07063666657563915,-0.001907007526015558,0.8142641034467569,32.77000045776367,12079100.0,19614496.0,False,False,30.540000915527344,0.3510468229720841,78.94736842105263,88.59649122807018,92.10526315789474,89.47368421052632,32.77000045776367,30.540000915527344,0.06805003085399744,0.036618881482351526,False,0.6158251529888915,False,WATCH
UAL,106.58999633789062,0.32657123039300173,0.2355395906516169,1.4296785715310536,0.2119216289668313,0.08677495585189887,1.0469615457737955,110.5199966430664,0.03555917865133535,0.07449106589924646,-0.011053056693952713,0.7153155292735052,109.69000244140625,3634100.0,6198062.0,False,False,101.75,0.316356275770758,82.45614035087719,28.07017543859649,98.24561403508771,88.59649122807018,109.69000244140625,101.75,0.07238583521454116,0.028261519140466547,False,0.5863284362111899,False,WATCH
DASH,246.85000610351562,0.1436712856364204,0.3705513589861611,0.9740103964759215,0.04482890608177992,0.205530687907298,0.6630691071196495,270.989990234375,0.08908072253879593,0.06441162147918209,-0.0029540004360029955,0.7349300654249761,270.07000732421875,2195400.0,3492550.0,False,False,238.1999969482422,0.24882783720211288,29.82456140350877,73.68421052631578,93.85964912280701,85.08771929824562,270.07000732421875,238.1999969482422,0.11800647799337692,0.08597771167098736,False,0.6285951525389758,False,WATCH
