ticker,last_close,r3,r6,r12,rs3,rs6,rs12,high52,near_52w_gap_pct,pivot_tight_range_pct,vol_contraction_score,vol10_over_vol50,breakout_trigger,vol_today,vol50_avg,over_trigger_high,over_trigger_close,pivot_low7,rs_composite,rs3_pctile,rs6_pctile,rs12_pctile,rs_composite_pctile,trigger_price,stop_suggest,risk_pct,max_entry_price,position_risk_$,dist_to_trigger_pct,over_trigger,vol_surge_mult,vol_surge,signal
CCL,30.804500579833984,0.25681355741216616,0.6128010452669743,0.9658264473422673,0.15808522442383977,0.36578810184667376,0.6077899788648864,32.4900016784668,0.0518775319039119,0.05518676592511779,0.0009091594072913576,0.7697248040977607,32.77000045776367,7579456.0,18272083.12,False,False,30.540000915527344,0.35187761402346607,74.78260869565217,87.82608695652175,86.95652173913044,86.95652173913044,32.77000045776367,30.540000915527344,0.06805003085399744,33.261550464630126,2.0962472148996847,0.059978634436180886,False,0.41481072246786055,False,WATCH
UAL,107.22440338134766,0.2887548956047534,0.4097345099011609,1.3304587544652313,0.18751742746700706,0.19382277562136463,0.9060117115897048,110.5199966430664,0.02981897721515632,0.07405032987842637,-0.007873342190477528,0.7164060111184257,109.69000244140625,1870649.0,6124438.98,False,False,101.75,0.3343689583687254,80.8695652173913,67.82608695652173,93.91304347826087,86.08695652173914,109.69000244140625,101.75,0.07238583521454116,111.33535247802733,7.761527994139721,0.022477883172403585,False,0.30544005844597377,False,WATCH
