ticker,last_close,r3,r6,r12,rs3,rs6,rs12,high52,near_52w_gap_pct,pivot_tight_range_pct,vol_contraction_score,vol10_over_vol50,breakout_trigger,vol_today,vol50_avg,over_trigger_high,over_trigger_close,pivot_low7,rs_composite,rs3_pctile,rs6_pctile,rs12_pctile,rs_composite_pctile,trigger_price,stop_suggest,risk_pct,max_entry_price
ABBV,229.30999755859375,-0.023659466671240414,0.23075842031788296,0.3469238132454746,-0.046413676523354375,0.12015082441127367,0.14626158629649133,242.630859375,0.054901762499295646,0.027517324258753292,0.007745274450428674,0.8737391464522778,232.02000427246094,3336800.0,5515708.0,False,False,225.7100067138672,0.07540362650792878,3.3057851239669422,41.32231404958678,41.32231404958678,24.793388429752067,232.02000427246094,225.7100067138672,0.0271959203620388,235.50030433654783
AES,14.819999694824219,0.05027349534642589,0.32048651671425077,0.24349310272810132,0.025796232855082923,0.20181510514419454,0.05823979238095789,15.17705249786377,0.023525833035749687,0.0715249316983846,-0.004048149703486773,0.8183381005134368,14.869999885559082,7287800.0,7669104.0,True,False,13.8100004196167,0.12029438090481373,19.00826446280992,61.98347107438017,28.09917355371901,38.01652892561984,14.869999885559082,13.8100004196167,0.07128443000001604,15.093049883842466
AIZ,237.72000122070312,0.09287612434047077,0.23806882402908647,0.13709906213813827,0.06740598167331746,0.12680424608095353,-0.032303860155177055,242.1300048828125,0.018213371218671368,0.03579839501571902,0.001258872895592407,1.0334252903060241,243.75999450683594,348900.0,311740.0,False,False,235.25,0.07716314551143659,25.6198347107438,44.62809917355372,14.87603305785124,25.6198347107438,243.75999450683594,235.25,0.03491136650233755,247.41639442443847
ALB,143.92999267578125,0.647807433933552,1.159614554223002,0.7055550352101088,0.6094042796368,0.9655311581769819,0.45146458986809046,150.00999450683594,0.040530644981642355,0.07906625069069002,0.02041050430677316,0.7909516398679648,152.0800018310547,2992500.0,3462108.0,False,False,140.6999969482422,0.755879780953149,99.17355371900827,96.69421487603306,81.81818181818183,96.69421487603306,152.0800018310547,140.6999969482422,0.07482906855468427,154.3612018585205
AMAT,268.8699951171875,0.2048706942795484,0.41412787311144394,0.6595051640027527,0.1767904500548958,0.28704096331075,0.41227514359072104,275.1499938964844,0.022823910298393486,0.05679326272835121,0.020754775523637255,0.839337626271947,276.1000061035156,7551200.0,7260916.0,False,False,255.9600067138672,0.27901264538998793,71.900826446281,80.16528925619835,79.33884297520662,79.33884297520662,276.1000061035156,255.9600067138672,0.07294458147203928,280.2415061950683
AME,209.13999938964844,0.12537437696209985,0.13908664296111017,0.1649212508179445,0.09914684275507213,0.03671754027829688,-0.008626569860998634,209.13999938964844,0.0,0.024098657840879154,0.003187306004115388,0.870264095894747,210.13999938964844,879400.0,1453260.0,False,False,205.10000610351562,0.046377508993470345,42.14876033057851,6.6115702479338845,19.834710743801654,14.049586776859504,210.13999938964844,205.10000610351562,0.023983978779725284,213.29209938049314
APA,25.360000610351562,0.07386616628083198,0.33094184552440886,0.19094878692630823,0.04883906224641277,0.21133081918916896,0.013523431893796234,27.100000381469727,0.06420663271679991,0.06427441330980335,0.004213114685431666,0.6715250797054373,27.719999313354492,5017100.0,6461918.0,False,False,23.920000076293945,0.12302181464726755,23.140495867768596,64.46280991735537,23.140495867768596,38.84297520661157,27.719999313354492,23.920000076293945,0.13708511295777143,28.135799303054807
APH,139.7100067138672,0.1327027450988154,0.4093443049146923,1.0256873698897415,0.10630441881590436,0.2826872918096972,0.7239041994184476,143.57315063476562,0.026907147358811206,0.04767019785311,0.015164963663520629,0.7294072048981071,142.27000427246094,7177600.0,8080836.0,False,False,133.27999877929688,0.3180158114333095,50.413223140495866,79.33884297520662,92.56198347107438,82.64462809917356,142.27000427246094,133.27999877929688,0.06318974642010501,144.40405433654783
ASML,1163.780029296875,0.13170129841301392,0.4711163925322104,0.6877120109784556,0.10532631145410565,0.3389079552056029,0.4362797864969039,1163.780029296875,0.0,0.10060327138947098,0.014112039843244445,0.783326688437577,1172.77001953125,2696400.0,1314292.0,True,False,1055.68994140625,0.28830782833841395,48.760330578512395,82.64462809917356,80.99173553719008,80.99173553719008,1172.77001953125,1055.68994140625,0.09983208657720999,1190.3615698242186
AXP,372.7300109863281,0.13070211730471937,0.13879995587874272,0.2670945639689626,0.10435041686915225,0.036456617609509356,0.07832515143009244,384.8900146484375,0.03159345059449372,0.0468972459182239,0.005477378229027475,0.9865843052574841,387.489990234375,2076100.0,2419256.0,False,False,367.25,0.06519846415151884,47.107438016528924,5.785123966942149,31.40495867768595,22.31404958677686,387.489990234375,367.25,0.05223358214268388,393.30234008789057
