ticker,last_close,r3,r6,r12,rs3,rs6,rs12,high52,near_52w_gap_pct,pivot_tight_range_pct,vol_contraction_score,vol10_over_vol50,breakout_trigger,vol_today,vol50_avg,over_trigger_high,over_trigger_close,pivot_low7,rs_composite,rs3_pctile,rs6_pctile,rs12_pctile,rs_composite_pctile,trigger_price,stop_suggest,risk_pct,max_entry_price,dist_to_trigger_pct,over_trigger,vol_surge_mult,vol_surge,signal
WBD,28.469999313354492,0.49213833475867985,1.495179640148001,1.670731681132815,0.4443019274760973,1.2246465307950252,1.2308051730463854,29.979999542236328,0.05036691967771788,0.02634352012956304,0.004391047643557495,0.5458380342138569,30.0,18237300.0,48324280.0,False,False,28.350000381469727,0.9917748782496189,96.12403100775194,98.44961240310077,96.12403100775194,97.67441860465115,30.0,28.350000381469727,0.054999987284342446,30.6,0.051000022888183595,False,0.37739413810200584,False,WATCH
EXPE,299.2099914550781,0.3390050513931022,0.6912164840476125,0.6275033340161273,0.2960779383367682,0.5078509072143269,0.35941879984493474,299.2099914550781,0.0,0.07603355719962837,0.012728729723134246,0.515186693217399,300.0,1817900.0,2088078.0,True,False,277.25,0.41463259507718087,89.14728682170544,88.37209302325581,72.09302325581395,91.47286821705426,300.0,277.25,0.07583333333333334,306.0,0.00263336181640625,True,0.8706092396931532,False,OVER_TRIGGER_WEAK_VOLUME
CHRW,167.66000366210938,0.25283553002297077,0.7202412898013884,0.6670481377228348,0.21267092244189034,0.5337287768427064,0.39244973039450204,167.66000366210938,0.0,0.04866994801309019,0.01004530937661385,0.6034681418576967,168.1699981689453,1205200.0,1570870.0,True,False,160.00999450683594,0.4091556112328207,76.74418604651163,90.69767441860465,75.1937984496124,90.69767441860465,168.1699981689453,160.00999450683594,0.04852235090061517,171.5333981323242,0.0030326129059214937,True,0.7672181657298185,False,OVER_TRIGGER_WEAK_VOLUME
IVZ,28.25,0.1810849518511548,0.7244115096629493,0.6713988490237737,0.1432205933825288,0.5374468518856415,0.3960837866889362,28.25,0.0,0.07681416199270603,0.013444745726181798,0.7517887211110978,28.440000534057617,6516600.0,5514834.0,False,False,26.270000457763672,0.3909063612953666,51.93798449612403,91.47286821705426,75.96899224806202,88.37209302325581,28.440000534057617,26.270000457763672,0.07630098577865059,29.00880054473877,0.006680750017219119,False,1.181649347922349,False,WATCH_NEAR_TRIGGER
GM,82.18000030517578,0.4150894837598682,0.5818550172162531,0.6163330185648388,0.3697231827209069,0.41034666187886537,0.3500884737514034,83.1500015258789,0.011665678928475184,0.046483325391076094,0.007266170625269183,0.6469815484023237,83.68000030517578,7972200.0,8982420.0,False,False,79.55999755859375,0.38610798050598544,93.02325581395348,86.04651162790698,71.31782945736434,86.82170542635659,83.68000030517578,79.55999755859375,0.0492352142872447,85.3536003112793,0.017925430144952112,False,0.8875336490611662,False,WATCH_NEAR_TRIGGER
CMI,546.760009765625,0.25118681731554204,0.6686955702927975,0.6042026054076222,0.21107506575372437,0.48777176267144684,0.3399561985350361,546.760009765625,0.0,0.06845780965551239,0.011831426628041788,0.6058768863123424,547.4299926757812,936800.0,903880.0,True,False,510.0,0.37519964076884793,75.1937984496124,87.59689922480621,68.9922480620155,86.04651162790698,547.4299926757812,510.0,0.06837402622539425,558.3785925292968,0.001223869570758158,True,1.036420763818206,False,OVER_TRIGGER_WEAK_VOLUME
DG,144.69000244140625,0.48971805278486236,0.29724043077984263,0.9706317307652341,0.44195923723190766,0.15659064281650048,0.6460266264171446,144.69000244140625,0.0,0.09413224747648381,0.0109745723582162,0.7908940546255816,146.19000244140625,5825900.0,3646936.0,True,False,132.57000732421875,0.34008841786125144,95.34883720930233,52.71317829457365,89.14728682170544,82.17054263565892,146.19000244140625,132.57000732421875,0.0931663922958512,149.11380249023438,0.010260619570077702,True,1.59747799248465,True,BREAKOUT_CONFIRMED
TPR,133.17999267578125,0.15719634494937984,0.45484979295509764,1.0620106891356258,0.12009783043941846,0.29711163583133615,0.7223535200846489,133.17999267578125,0.0,0.05135909553574416,0.004157177874583665,0.6693366175979867,133.99000549316406,3282100.0,3140632.0,True,False,127.1500015258789,0.3290558710644234,46.51162790697674,78.29457364341084,92.24806201550388,81.3953488372093,133.99000549316406,127.1500015258789,0.05104861323133628,136.66980560302736,0.006045322667175635,True,1.045044436915882,False,OVER_TRIGGER_WEAK_VOLUME
APH,141.3800048828125,0.14791432356845213,0.45620476903179896,1.0644562717784396,0.11111338103612889,0.29831970228869364,0.7243962630712404,143.57315063476562,0.015275458832356807,0.08968742040347613,0.014198444836820829,0.7179871907791118,143.3000030517578,12851000.0,7859026.0,False,False,130.6199951171875,0.3273731180694336,44.96124031007752,79.06976744186046,93.02325581395348,80.62015503875969,143.3000030517578,130.6199951171875,0.088485747833449,146.16600311279296,0.013398451696137355,False,1.6351899077570171,True,WATCH_NEAR_TRIGGER
C,122.5,0.25681180221075794,0.4495834697331451,0.8000937922554234,0.21651971946775017,0.29241629947268155,0.5035799260930647,123.30000305175781,0.006488264654965127,0.0636734320192921,0.006569114151793742,1.0115999867299923,124.16999816894531,11934800.0,12599842.0,True,False,116.37000274658203,0.3118800507952788,80.62015503875969,77.51937984496125,82.94573643410853,79.06976744186046,124.16999816894531,116.37000274658203,0.06281706964149772,126.65339813232423,0.013449288826380735,True,0.9472182270222118,False,OVER_TRIGGER_WEAK_VOLUME
DLTR,133.77999877929688,0.5257755282124446,0.2815403732300703,0.7494441826042224,0.47686074739812256,0.14259282157774122,0.46127338814285235,133.77999877929688,0.0,0.10592009768909984,0.010956495189873353,0.7596549644120875,135.17999267578125,4135300.0,3391882.0,True,False,121.01000213623047,0.30660931263687785,96.89922480620154,48.06201550387597,79.84496124031007,78.29457364341084,135.17999267578125,121.01000213623047,0.10482313439338917,137.8835925292969,0.010356517031645002,True,1.2191756670780411,False,OVER_TRIGGER_WEAK_VOLUME
CAH,208.47999572753906,0.34673439497395875,0.2750522696077755,0.7886578891644245,0.30355948717973225,0.13680817305683535,0.4940277603123986,213.1985321044922,0.022132124130387967,0.04043549908164016,0.0027800452928754384,0.5447129586847992,209.4499969482422,1513500.0,2398052.0,True,False,201.02000427246094,0.25827748474481704,89.92248062015504,44.96124031007752,81.3953488372093,76.74418604651163,209.4499969482422,201.02000427246094,0.04024823489429036,213.63899688720704,0.004631182787473732,True,0.6311372730866553,False,OVER_TRIGGER_WEAK_VOLUME
GS,955.469970703125,0.20510889645810337,0.3844463999080243,0.6956874108932265,0.16647435524436482,0.2343415404128435,0.4163715040388314,955.469970703125,0.0,0.08885682126837022,0.0083879493772904,0.859610079627492,961.6900024414062,1962900.0,2044520.0,False,False,876.7899780273438,0.25038737758749746,58.91472868217055,71.31782945736434,77.51937984496125,75.96899224806202,961.6900024414062,876.7899780273438,0.08828211190563487,980.9238024902344,0.0064678136639568775,False,0.9600786492673097,False,WATCH_NEAR_TRIGGER
