ticker,last_close,r3,r6,r12,rs3,rs6,rs12,high52,near_52w_gap_pct,pivot_tight_range_pct,vol_contraction_score,vol10_over_vol50,breakout_trigger,vol_today,vol50_avg,over_trigger_high,over_trigger_close,pivot_low7,rs_composite,rs3_pctile,rs6_pctile,rs12_pctile,rs_composite_pctile,trigger_price,stop_suggest,risk_pct,max_entry_price,dist_to_trigger_pct,over_trigger,vol_surge_mult,vol_surge,signal
WBD,28.399999618530273,0.6608186540922945,1.3646960097663872,1.8230614745453813,0.5555448232553373,1.113268604856283,1.3661466788772518,29.979999542236328,0.05270179946067458,0.03485921449875112,-0.0013035293300651903,0.4771524285361765,30.0,21920900.0,48321372.0,False,False,28.049999237060547,0.9965270851801931,96.29629629629629,97.77777777777777,96.29629629629629,97.77777777777777,30.0,28.049999237060547,0.0650000254313151,30.6,0.053333346048990884,False,0.4536481290307734,False,WATCH
GOOGL,331.8599853515625,0.40371584171829134,0.8306569726451629,0.7177606943334638,0.3147389123587321,0.6360115171566867,0.4397397288904379,331.8599853515625,0.0,0.0714458597578089,0.012451521920079601,0.7329713156196138,334.0400085449219,33841100.0,37362076.0,True,False,310.3299865722656,0.5003753780640505,83.7037037037037,91.85185185185185,81.48148148148148,92.5925925925926,334.0400085449219,310.3299865722656,0.0709795873731925,340.72080871582034,0.0065262337971297366,True,0.9057606970233667,False,OVER_TRIGGER_WEAK_VOLUME
GOOG,332.7300109863281,0.4019415073823147,0.8229019709864429,0.709531500371489,0.313077047239231,0.6290810696622535,0.43284243666406197,332.7300109863281,0.0,0.07149943725965677,0.012366800635933138,0.7635291426797699,334.44000244140625,23854400.0,24020406.0,True,False,310.6499938964844,0.4950321363357085,82.96296296296296,91.11111111111111,80.74074074074075,91.85185185185185,334.44000244140625,310.6499938964844,0.0711338606962541,341.12880249023436,0.005112999170539459,True,0.9930889594455647,False,OVER_TRIGGER_WEAK_VOLUME
CHRW,172.5399932861328,0.3824156763042019,0.7759103782234034,0.7018267397018396,0.2947888943584358,0.5870858798923289,0.4263846977751238,172.5399932861328,0.0,0.07459146213500482,0.008110066278128927,0.9589858490273763,172.8800048828125,1200200.0,1613882.0,True,False,160.00999450683594,0.4672565478087199,80.74074074074075,90.37037037037037,79.25925925925927,90.37037037037037,172.8800048828125,160.00999450683594,0.0744447594428318,176.33760498046874,0.0019667491154351014,True,0.7436727096528742,False,OVER_TRIGGER_WEAK_VOLUME
IVZ,28.760000228881836,0.291236526322568,0.68973504197072,0.7542498480296205,0.20938929073929757,0.5100731764143369,0.4703230833840224,28.760000228881836,0.0,0.09457577509415213,0.011137088139888078,1.0046779116225328,29.049999237060547,6473500.0,4808556.0,True,False,26.329999923706055,0.41191799210576224,67.4074074074074,89.62962962962962,83.7037037037037,88.14814814814815,29.049999237060547,26.329999923706055,0.09363164835765132,29.63099922180176,0.009982754416349333,True,1.3462461495717217,True,BREAKOUT_CONFIRMED
CMI,562.1799926757812,0.36682349467004904,0.6679988131198966,0.5939667864350904,0.28018504982399484,0.49064806222261703,0.33598196566774985,562.1799926757812,0.0,0.09392007627603247,0.010323193585762556,0.7641281970642881,562.7999877929688,703700.0,896682.0,True,False,510.0,0.3965759391920569,79.25925925925927,88.88888888888889,71.11111111111111,86.66666666666667,562.7999877929688,510.0,0.09381661147510849,574.0559875488282,0.0011016260316899136,True,0.7847821189674823,False,OVER_TRIGGER_WEAK_VOLUME
GM,82.9000015258789,0.5007315567556765,0.561603492653254,0.6423230823689519,0.40560512037546426,0.3955652737723623,0.37651175577624807,85.12999725341797,0.026195181481102753,0.06779255299323045,0.005912277199561729,0.8613096715723493,85.18000030517578,7373700.0,8813996.0,False,False,79.55999755859375,0.39476652415407004,92.5925925925926,84.44444444444444,73.33333333333333,85.92592592592592,85.18000030517578,79.55999755859375,0.0659779610994031,86.8836003112793,0.026766832250860368,False,0.8365898963421359,False,WATCH_NEAR_TRIGGER
EXPE,291.5299987792969,0.3883739754627735,0.5938558950872188,0.6092608784898628,0.3003695165345446,0.42438842449168956,0.3488006964846797,301.30999755859375,0.03245826178533961,0.09107120332089202,0.010921455953208764,0.6246125934716156,303.79998779296875,1239100.0,2074694.0,False,False,277.25,0.3720652065031441,81.48148148148148,86.66666666666667,71.85185185185186,83.7037037037037,303.79998779296875,277.25,0.08739298505522597,309.8759875488281,0.04038837888971059,False,0.5972447021102871,False,WATCH
DG,148.86000061035156,0.5067009479344557,0.3147926298645072,1.1242878667308736,0.4111961314851096,0.17499669095461656,0.7804701478043206,148.86000061035156,0.0,0.11023783148478801,0.011100870955432223,0.9149015174512496,149.05999755859375,3920500.0,3748786.0,True,False,132.64999389648438,0.36695121448370527,94.07407407407408,59.25925925925925,92.5925925925926,82.96296296296296,149.05999755859375,132.64999389648438,0.11008992305704818,152.04119750976562,0.0013417211291954505,True,1.0458052286793644,False,OVER_TRIGGER_WEAK_VOLUME
CAT,629.77001953125,0.28552700192994407,0.5621979701718149,0.7705159893616171,0.204041674315125,0.3960965431918053,0.48395653651208437,629.77001953125,0.0,0.08839732153587193,0.014831596560180807,0.9150191528712559,630.97998046875,1856800.0,2507718.0,True,False,575.3099975585938,0.35605208119285703,66.66666666666666,85.18518518518519,84.44444444444444,81.48148148148148,630.97998046875,575.3099975585938,0.08822781171091905,643.599580078125,0.0019175900582473783,True,0.7404341317484662,False,OVER_TRIGGER_WEAK_VOLUME
