ticker,last_close,r3,r6,r12,rs3,rs6,rs12,high52,near_52w_gap_pct,pivot_tight_range_pct,vol_contraction_score,vol10_over_vol50,breakout_trigger,vol_today,vol50_avg,over_trigger_high,over_trigger_close,pivot_low7,rs_composite,rs3_pctile,rs6_pctile,rs12_pctile,rs_composite_pctile,trigger_price,stop_suggest,risk_pct,max_entry_price
ADI,280.17919921875,0.16190242242081854,0.1673659782731287,0.3404862634612955,0.1277415133954387,0.047972465839148715,0.12955617144444398,283.3900146484375,0.011330023161439584,0.03701200926443909,0.006043133226739813,0.707221274805988,284.2300109863281,354852.0,3673101.04,False,False,270.4599914550781,0.08821992122709477,55.81395348837209,16.27906976744186,41.86046511627907,30.23255813953488,284.2300109863281,270.4599914550781,0.048446747348971385,289.9146112060547
AES,14.755000114440918,0.024868449702003526,0.31469505816892984,0.21687611965384823,-0.005263545203651465,0.1802333180670106,0.025396505958346527,15.17705249786377,0.027808586909892886,0.08132841434308063,-0.004486006265697625,0.7684175101214521,15.020000457763672,1649528.0,7502500.56,True,False,13.819999694824219,0.09361689666407916,15.503875968992247,58.139534883720934,27.131782945736433,32.55813953488372,15.020000457763672,13.819999694824219,0.0798935237261718,15.320400466918946
AIZ,239.47000122070312,0.09271453598240553,0.25974987546109096,0.14036623458100306,0.060587809043811,0.13090770837818333,-0.039074287377039774,242.1300048828125,0.01098584895910269,0.03553678733643492,0.0013704383626670675,0.9161774064682405,243.75999450683594,23419.0,306820.38,False,False,235.25,0.07581533942682701,31.782945736434108,45.73643410852713,14.728682170542637,27.131782945736433,243.75999450683594,235.25,0.03491136650233755,248.63519439697265
ALB,146.88999938964844,0.670067347728132,1.26156839878626,0.7418439919068689,0.6209659622493646,1.030264249302466,0.4677588904726877,150.00999450683594,0.02079858163747431,0.07747297249709477,0.019432751511931624,0.7097778128609415,152.0800018310547,344495.0,3429311.9,False,False,140.6999969482422,0.7949736914205799,99.2248062015504,96.89922480620154,82.94573643410853,96.89922480620154,152.0800018310547,140.6999969482422,0.07482906855468427,155.1216018676758
AMAT,280.6600036621094,0.2927419406984293,0.4782268286747491,0.7430329226624091,0.2547342397268775,0.3270397146638524,0.4687607389130235,280.6600036621094,0.0,0.09278127608621689,0.01944077190767868,0.7638037326775432,282.0,2492014.0,7160794.28,True,False,255.9600067138672,0.33369227703259413,86.04651162790698,82.17054263565892,83.72093023255815,82.94573643410853,282.0,255.9600067138672,0.09234040172387523,287.64
AME,210.3300018310547,0.14643695322710482,0.15700050513164387,0.17466936241560704,0.11273074201108191,0.03866713173669334,-0.010168873870321393,210.3300018310547,0.0,0.027884705858967237,0.0031064557309979013,0.7622260695449266,210.96499633789062,130182.0,1440239.64,True,False,205.10000610351562,0.05111901369760696,51.162790697674424,10.852713178294573,20.155038759689923,16.27906976744186,210.96499633789062,205.10000610351562,0.027800774233567065,215.18429626464845
ANET,135.75999450683594,-0.06694161850971869,0.33793232357955816,0.22826378364409106,-0.09437432014661529,0.20109396912672262,0.03499228212490024,162.02999877929688,0.16213049725590412,0.0831614153134363,-0.00028695977992199227,0.6266624379013077,141.39999389648438,1854254.0,7301611.08,True,False,130.11000061035156,0.07923314494435678,0.7751937984496124,64.34108527131784,27.906976744186046,27.906976744186046,141.39999389648438,130.11000061035156,0.07984436897782296,144.22799377441407
APH,140.39500427246094,0.15092231187740368,0.4293317164870629,1.0370847118247273,0.11708422734238044,0.28314539853635057,0.7165424747101001,143.57315063476562,0.022136077311485237,0.058833963143061566,0.014606598171919906,0.6862830505125215,143.2899932861328,1722730.0,7672596.6,True,False,135.02999877929688,0.3200064624129094,52.71317829457365,79.06976744186046,92.24806201550388,82.17054263565892,143.2899932861328,135.02999877929688,0.05764529900103858,146.15579315185548
ASML,1225.510009765625,0.18936307083190673,0.5677163469383835,0.7851050249996867,0.1543947956335614,0.40737660375173723,0.5042126522493116,1225.510009765625,0.0,0.14135945473912825,0.013056598902497423,0.7545739396306481,1230.6773681640625,1256646.0,1312852.92,True,False,1057.43994140625,0.3508492710157993,61.240310077519375,86.04651162790698,85.27131782945736,85.27131782945736,1230.6773681640625,1057.43994140625,0.1407659157787633,1255.2909155273437
AXP,381.3949890136719,0.16040086800137687,0.1874035876876512,0.3017956842745597,0.12628410593957096,0.06596070889101702,0.09695368704129126,384.0368957519531,0.006879304482212146,0.045831779362212645,0.004954480753664131,0.8959390955896852,387.489990234375,250802.0,2370072.04,False,False,367.25,0.09025632363563804,54.263565891472865,27.906976744186046,37.98449612403101,31.782945736434108,387.489990234375,367.25,0.05223358214268388,395.2397900390625
