ticker,last_close,r3,r6,r12,rs3,rs6,rs12,high52,near_52w_gap_pct,pivot_tight_range_pct,vol_contraction_score,vol10_over_vol50,breakout_trigger,vol_today,vol50_avg,over_trigger_high,over_trigger_close,pivot_low7,rs_composite,rs3_pctile,rs6_pctile,rs12_pctile,rs_composite_pctile,trigger_price,stop_suggest,risk_pct,max_entry_price
A,148.52000427246094,0.0619188561213031,0.20931387446075167,0.08955369569152305,0.02384144521614706,0.0803688082938705,-0.0866914588915837,156.91954040527344,0.05352766208159392,0.09938051496254087,0.0035162836628854573,0.9403519525299333,150.02999877929688,1818800.0,2003452.0,True,False,135.27000427246094,0.029998545933462625,17.037037037037038,27.40740740740741,8.148148148148149,10.37037037037037,150.02999877929688,135.27000427246094,0.0983802881219027,153.03059875488282
ADI,300.92999267578125,0.26951761833855215,0.23911732653345252,0.4170230166076616,0.22399630216061417,0.1069944186327787,0.18780674062474256,300.92999267578125,0.0,0.10879613713753973,0.004891121129407412,0.786741481723511,303.20001220703125,3088100.0,3819552.0,True,False,270.4599914550781,0.15825744808952213,73.33333333333333,40.0,51.11111111111111,49.629629629629626,303.20001220703125,270.4599914550781,0.10798159443871513,309.2640124511719
AES,14.319999694824219,-0.004663606824436783,0.16749641212517408,0.17370497667497498,-0.04035355866334889,0.04301020115020626,-0.01615240792849959,15.17705249786377,0.05647030628379156,0.05726261633894545,-0.006243519353828977,0.872210450632457,15.020000457763672,7739800.0,7666292.0,False,False,14.199999809265137,0.006168551390398548,5.9259259259259265,8.88888888888889,18.51851851851852,3.7037037037037033,15.020000457763672,14.199999809265137,0.05459391634536775,15.320400466918946
AIZ,238.0,0.09371261908513362,0.27858444534924764,0.16742172956994694,0.05449517363815137,0.14225329147158283,-0.021419283044071258,242.1300048828125,0.017056972698659814,0.04449578293231355,0.0023874327962292185,0.96871004183581,243.75999450683594,209800.0,322212.0,False,False,232.9600067138672,0.08319134121842257,25.925925925925924,49.629629629629626,17.77777777777778,29.629629629629626,243.75999450683594,232.9600067138672,0.044305825551148335,248.63519439697265
ALB,161.2899932861328,0.6764435540320848,1.2915546259522985,0.8297035869391272,0.616331023118623,1.0472138728122569,0.5337325000651751,161.57000732421875,0.0017330817936031895,0.15053629977046065,0.016792398894239245,0.8499164796694835,164.97999572753906,2823800.0,3500944.0,False,False,140.6999969482422,0.8152527433547503,99.25925925925925,97.77777777777777,87.4074074074074,96.29629629629629,164.97999572753906,140.6999969482422,0.1471693502731978,168.27959564208984
AMAT,301.17999267578125,0.3698155140528334,0.5290014497452005,0.7106897809026484,0.32069779861517733,0.36596917394784634,0.4339702524653002,301.17999267578125,0.0,0.15545518694474228,0.016865693876940945,0.7594387737777506,302.7799987792969,9425900.0,7362450.0,True,False,255.9600067138672,0.3659879770515364,87.4074074074074,84.44444444444444,83.7037037037037,84.44444444444444,302.7799987792969,255.9600067138672,0.1546337018765821,308.8355987548828
AME,210.63999938964844,0.1508825014625197,0.16766960451243373,0.186736663582731,0.10961510550365516,0.04316492661642379,-0.005228714121605305,214.16000366210938,0.01643632897025263,0.045100645782032135,0.0024437067937590974,0.6586897213259751,214.60000610351562,860900.0,1444914.0,False,False,205.10000610351562,0.053421252134987385,42.96296296296296,9.62962962962963,23.703703703703706,13.333333333333334,214.60000610351562,205.10000610351562,0.04426840507831826,218.89200622558593
APA,25.200000762939453,0.07701319759265934,0.2844007818361718,0.12141210389805268,0.03839454623468108,0.14744945158495004,-0.059986436058656833,27.100000381469727,0.07011068604373318,0.10119044285152246,0.00040816420002463724,0.7746798635787865,26.389999389648438,3948800.0,6325116.0,False,False,23.25,0.07324580245114798,20.74074074074074,52.59259259259259,12.592592592592592,24.444444444444443,26.389999389648438,23.25,0.11898444343580063,26.91779937744141
APH,140.16000366210938,0.11231901783435116,0.42390504329601586,0.9764723956841135,0.07243439947998964,0.2720788434146719,0.6567601279142341,143.57315063476562,0.023772877850531553,0.09046809077672852,0.013413055729509349,0.8295883580755662,143.3000030517578,5191500.0,7783318.0,False,False,130.6199951171875,0.2891217671341797,27.40740740740741,77.77777777777779,91.11111111111111,80.0,143.3000030517578,130.6199951171875,0.088485747833449,146.16600311279296
APP,647.719970703125,0.07895782715985122,0.9329154249643257,0.9627580222098016,0.040269446877990056,0.726815162137068,0.6452641782611148,733.5999755859375,0.11706653181690584,0.15944544810692254,0.01182078521373113,0.8170420771314206,738.010009765625,3549400.0,4005216.0,False,False,595.510009765625,0.504541250784154,22.962962962962962,94.07407407407408,89.62962962962962,92.5925925925926,738.010009765625,595.510009765625,0.1930868119868113,752.7702099609376
