ticker,last_close,r3,r6,r12,rs3,rs6,rs12,high52,near_52w_gap_pct,pivot_tight_range_pct,vol_contraction_score,vol10_over_vol50,breakout_trigger,vol_today,vol50_avg,over_trigger_high,over_trigger_close,pivot_low7,rs_composite,rs3_pctile,rs6_pctile,rs12_pctile,rs_composite_pctile,trigger_price,stop_suggest,risk_pct,max_entry_price,position_risk_$,dist_to_trigger_pct,over_trigger,vol_surge_mult,vol_surge,signal
UAL,104.2249984741211,0.37646908705914583,0.5247496352571013,1.2011566679366568,0.2603910466074204,0.27132988003998193,0.8148680550210325,110.5199966430664,0.0569580018109803,0.06591511486841463,-0.005898347106190628,0.8534817099715274,110.66000366210938,1585244.0,6219458.88,False,False,103.79000091552734,0.37675586500642355,88.14814814814815,78.51851851851852,94.81481481481482,88.14814814814815,110.66000366210938,103.79000091552734,0.06208207590123513,112.319903717041,6.470504266076501,0.05815113839718464,False,0.2548845535578169,False,WATCH
